cui,cui_name,class_type,hpo,hpo_name
C0261892,Other specified agents primarily affecting the gastro-intestinal system causing adverse effects in therapeutic use,Concept,,
C0016171,"Fistula of intestine, excluding rectum and anus",Concept,,
C0868767,Posttraumatic wound infection NEC in ICD9CM_2014,Concept,,
C0868769,"Complications affecting specified body systems, NEC in ICD9CM_2014",Concept,,
C0260417,Personal history of malignant neoplasm of other respiratory and intrathoracic organs,Concept,,
C0869419,"Obstructive anomalies of heart, not elsewhere classified",Concept,,
C0260415,Personal history of malignant neoplasm of bronchus and lung,Concept,,
C0009834,Contact dermatitis and other eczema due to other specified agents,Concept,,
C0375179,"Cannabis abuse, unspecified use",Concept,,
C0155466,Other marginal perforations of tympanic membrane,Concept,,
C0155467,Multiple perforations of tympanic membrane,Concept,,
C0260399,Encounter due to need for prophylactic immunotherapy,Concept,,
C0040799,Traumatic subcutaneous emphysema,Concept,,
C0155464,Central perforation of tympanic membrane,Concept,,
C0154668,Other cerebral degeneration,Concept,,
C0154667,Unspecified cerebral degeneration in childhood,Concept,,
C0042018,Urinary Calculi,Concept,,
C0154665,,,,
C0154664,Cerebral degenerations usually manifest in childhood,Concept,,
C0154663,Late effects of intracranial abscess or pyogenic infection,Concept,,
C0154662,Phlebitis and thrombophlebitis of intracranial venous sinuses,Concept,,
C0040793,Traumatic anuria,Concept,,
C0154660,Intracranial and intraspinal abscesses,Concept,,
C0412870,Parasympatholytic and spasmolytic poisoning,Concept,,
C1096624,Periumbilical pain,Concept,,
C0158687,Congenital malformation of genital organs,Concept,,
C0159141,"Closed fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness",Concept,,
C0152620,"Other respiratory tuberculosis, other",Concept,,
C1145757,Developmental dislocation of joint,Concept,,
C0154482,"Sedative, hypnotic or anxiolytic dependence, continuous",Concept,,
C0270799,Cauda equina syndrome without neurogenic bladder,Concept,,
C0007570,Celiac Disease,Concept,HP:0012538,Gluten intolerance
C0030252,Palpitations,Concept,HP:0001962,Palpitations
C3161365,Other and unspecified malignant neoplasm of skin of other and unspecified parts of face,Concept,,
C3161369,"Other and unspecified malignant neoplasm of skin of lower limb, including hip",Concept,,
C1963536,Other congenital anomalies of peripheral vascular system,Concept,,
C0155823,Other polyp of sinus,Concept,,
C0155820,Acute bronchitis and bronchiolitis,Concept,,
C0155533,"Tinnitus, Subjective",Concept,,
C0158814,Other specified maternal conditions affecting fetus or newborn,Concept,,
C0155288,Papilledema Associated with Increased Intracranial Pressure,Concept,,
C0155825,Chronic pharyngitis,Concept,,
C0155828,Chronic disease of tonsils AND/OR adenoids,Concept,,
C0155285,Orbital cyst,Concept,HP:0001144,Orbital cyst
C0152083,Transient arthropathy,Concept,,
C0152084,Jaccoud's syndrome,Concept,,
C0375824,"Encounter for surveillance of contraceptives, unspecified",Concept,,
C0153976,"Other benign neoplasm of connective and other soft tissue of lower limb, including hip",Concept,,
C0019521,Hiccup,Concept,,
C0153974,"Other benign neoplasm of connective and other soft tissue of head, face and neck",Concept,,
C0153975,"Other benign neoplasm of connective and other soft tissue of upper limb, including shoulder",Concept,,
C0153972,Lipoma of spermatic cord,Concept,,
C0153970,Lipoma of intrathoracic organs,Concept,,
C1318500,Non-toxic nodular goiter,Concept,,
C0153978,Other benign neoplasm of connective and other soft tissue of abdomen,Concept,,
C0153979,Other benign neoplasm of connective and other soft tissue of pelvis,Concept,,
C0155750,Embolism and thrombosis of the thoracic aorta,Concept,,
C0155758,Other specified hypersensitivity angiitis,Concept,,
C0416598,Accidental poisoning by antirheumatic,Concept,,
C0159854,Closed fracture of upper end of tibia,Concept,,
C0276063,Septicemia due to other Gram-negative organisms,Concept,,
C0159858,Open fracture of upper end of tibia,Concept,,
C0362065,Encounter due to sterilization,Concept,,
C0362068,Encounter due to menstrual extraction,Concept,,
C0848411,,,,
C0025306,Meningococcemia,Concept,,
C0161493,Poisoning by antineoplastic antibiotic,Concept,,
C0375777,Infection with microorganisms resistant to penicillins,Concept,,
C0375772,Need for prophylactic vaccination and inoculation against streptococcus pneumoniae [pneumococcus] and influenza,Concept,,
C0375770,Need for prophylactic vaccination and inoculation against varicella,Concept,,
C0375771,Need for prophylactic vaccination and inoculation against tetanus-diphtheria [Td] (DT),Concept,,
C0549147,"Cardiac complications, NEC in ICD9CM_2014",Concept,,
C0728829,Congenital pes cavus,Concept,HP:0001761,Pes cavus
C0161726,Toxic effect of hydrocyanic acid and cyanides,Concept,,
C0161725,"Toxic effect of other substances, chiefly nonmedicinal as to source",Concept,,
C3161329,,,,
C0375489,Other dyschromia,Concept,,
C0013447,Ear Diseases,Concept,,
C0375485,Other dermatitis due to solar radiation,Concept,,
C0375487,"Contact dermatitis and other eczema, unspecified cause",Concept,,
C0159702,Other closed fracture of lower end of humerus,Concept,,
C0159701,"Fracture of unspecified condyle(s) of humerus, closed",Concept,,
C1536114,Central pain syndrome,Concept,,
C1719629,Other acidosis of newborn,Concept,,
C1719621,nontraumatic compartment syndrome of abdomen,Concept,,
C0022650,Kidney Calculi,Concept,,
C0042951,Volkmann Contracture,Concept,,
C0028431,"Nose Deformities, Acquired",Concept,,
C0392587,Paralytic ptosis,Concept,,
C0392581,Impairment level: one eye: severe impairment: other eye: not specified,Concept,,
C0160459,Open wound of ocular adnexa,Concept,,
C0878700,"Ulcer of lower limb, unspecified",Concept,,
C0840880,"Other complications due to nervous system device, implant or graft",Concept,,
C0274133,Second degree burn of wrist AND/OR hand,Concept,,
C0878706,"Lack of normal physiological development, unspecified",Concept,,
C0302491,Pathological fracture of vertebra,Concept,,
C0240309,Hyperplasia of midface,Concept,HP:0012371,Hyperplasia of midface
C0158158,Effusion of joint of multiple sites,Concept,,
C0029748,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other specified bacteria",Concept,,
C1963707,Family history of other cardiovascular diseases NEC in ICD9CM,Concept,,
C1963706,Family history of other cardiovascular diseases in ICD9CM,Concept,,
C0158151,Effusion of upper arm joint,Concept,,
C0158150,Effusion of joint of shoulder region,Concept,,
C0158153,Effusion of joint of hand,Concept,,
C0158152,Effusion of forearm joint,Concept,,
C0158155,Effusion of lower leg joint,Concept,,
C0029745,Other specified aplastic anemias,Concept,,
C0158156,Joint effusion of ankle AND/OR foot,Concept,,
C0003132,Anoxic Encephalopathy,Concept,,
C0149846,Achilles bursitis,Concept,,
C0677061,Pain in thoracic spine,Concept,,
C0393517,Cerebellar ataxia in diseases classified elsewhere,Concept,,
C0837134,Coronary atherosclerosis of native coronary artery,Concept,,
C1442980,Obstructed incisional hernia,Concept,,
C0265618,Reduction deformity of lower limb,Concept,,
C0040588,Tracheoesophageal Fistula,Concept,HP:0002575,Tracheoesophageal fistula
C0154838,Other nondiabetic proliferative retinopathy,Concept,,
C0154832,Exudative retinopathy,Concept,HP:0007898,Exudative retinopathy
C0161555,Poisoning by other and unspecified anticonvulsants,Concept,,
C0161553,poisoning by hydantoin derivative,Concept,,
C0161558,Poisoning by barbiturate,Concept,,
C0152163,Pylorospasm,Concept,,
C0152166,Pancreatic steatorrhea,Concept,,
C0152167,Anal spasm,Concept,,
C0152165,Persistent vomiting,Concept,,
C0152169,Renal Colic,Concept,,
C0553570,Varicose veins of the leg with ulcer,Concept,,
C0340529,Cardiac transplant disorder,Concept,,
C0752294,Sleep Arousal Disorders,Concept,,
C0752295,Confusional Arousals,Concept,,
C0339438,Other retinal disorders,Concept,,
C0086227,Enterobiasis,Concept,,
C0348727,Other specified diseases of esophagus,Concept,,
C0022823,Acquired postural kyphosis,Concept,,
C0022822,Acquired kyphosis,Concept,,
C0022820,Kyphoscoliosis and scoliosis,Concept,,
C1456114,Contact dermatitis and other eczema due to animal (cat) (dog) dander,Concept,,
C0152442,Mammary duct ectasia,Concept,,
C0024796,Marfan Syndrome,Concept,,
C0156084,Stomach function disorder,Concept,,
C0156081,"Unspecified gastritis and gastroduodenitis, without mention of hemorrhage",Concept,,
C0156080,"Other specified gastritis, with hemorrhage",Concept,,
C0156083,"Duodenitis, without mention of haemorrhage",Concept,,
C0152116,Spasmodic torticollis,Concept,,
C0161802,Complications of bone marrow transplant,Concept,,
C0161801,Complication of transplanted lung,Concept,,
C0161804,Complications of other specified transplanted organ,Concept,,
C0014877,Esotropia,Concept,HP:0000565,Esotropia
C1955602,Dual sensory impairment,Concept,,
C0160606,"Open wound of wrist, without mention of complication",Concept,,
C0160604,Open wound of forearm,Concept,,
C0160605,Open wound of elbow,Concept,,
C0685898,Food anaphylaxis,Concept,,
C0160608,Open wound of forearm with complication,Concept,,
C0160609,Open wound of elbow with complication,Concept,,
C0156261,Stricture or kinking of ureter,Concept,,
C0156263,Ureteric fistula,Concept,,
C0156265,Calculus in diverticulum of bladder,Concept,,
C0156264,Calculus of lower urinary tract,Concept,,
C0272576,Closed fracture of pelvis,Concept,,
C0158068,Old anterior cruciate ligament disruption,Concept,,
C0274161,Burn of ankle,Concept,,
C0015409,"Eye Injuries, Penetrating",Concept,,
C0701146,"Specified congenital anomalies of anterior chamber, chamber angle, and related structures",Concept,,
C0154722,"Epilepsy, unspecified, with intractable epilepsy",Concept,,
C0158062,Other derangement of lateral meniscus,Concept,,
C1961111,Tremor NEC in ICD9CM_2014,Concept,,
C0497217,Eye/adnexa disease other,Concept,,
C0414277,"Fall in, on, or from railway train injuring unspecified person",Concept,,
C1961116,Encounter due to personal history of sudden cardiac arrest,Concept,,
C0040264,Tinnitus,Concept,HP:0000360,Tinnitus
C0159815,Other closed transcervical fracture of neck of femur,Concept,,
C0261919,Eye anti-infectives and other eye drugs causing adverse effects in therapeutic use,Concept,,
C0375543,"Neonatal jaundice due to delayed conjugation, cause unspecified",Concept,,
C0271413,Hematoma of pinna,Concept,,
C0375546,undiagnosed heart murmur,Concept,,
C0375549,Other specified retention of urine,Concept,,
C0375548,No vomiting,Concept,,
C0261914,Local anti-infectives and anti-inflammatory drugs causing adverse effects in therapeutic use,Concept,,
C0160868,"Insect bite, nonvenomous, of hand(s) except finger(s) alone, infected",Concept,,
C0160869,"Superficial foreign body (splinter) of hand(s) except finger(s) alone, without major open wound and without mention of infection",Concept,,
C0160863,"Abrasion or friction burn of hand(s) except finger(s) alone, without mention of infection",Concept,,
C0160860,"Other and unspecified superficial injury of elbow, forearm, and wrist, without mention of infection",Concept,,
C0160867,"Insect bite, nonvenomous, of hand(s) except finger(s) alone, without mention of infection",Concept,,
C0160865,"Blister of hand(s) except finger(s) alone, without mention of infection",Concept,,
C2939443,Contusion of globe of eye,Concept,,
C0261871,Sympatholytics [antiadrenergics] causing adverse effects in therapeutic use,Concept,,
C0261870,Sympathomimetics [adrenergics] causing adverse effects in therapeutic use,Concept,,
C0261875,Cardiotonic glycosides and drugs of similar action causing adverse effects in therapeutic use,Concept,,
C0261874,Cardiac rhythm regulators causing adverse effects in therapeutic use,Concept,,
C0476465,Other unknown and unspecified cause of morbidity and mortality,Concept,,
C0344528,Corneal size and shape anomalies,Concept,,
C0700232,Personal history of other (corrected) congenital malformations,Concept,,
C0260475,Encounter due to personal history of other genital system and obstetric disorders,Concept,,
C0260476,Personal history of diseases of the skin and subcutaneous tissue,Concept,,
C0260477,Personal history of arthritis,Concept,,
C0260470,Personal history of diseases of the respiratory system,Concept,,
C0260473,Personal history of unspecified urinary disorder,Concept,,
C0260478,Encounter due to personal history of other musculoskeletal disorders,Concept,,
C0375153,Other specified hypoglycemia,Concept,,
C0375150,"Diabetes with unspecified complication, type I [juvenile type], not stated as uncontrolled",Concept,,
C0375157,"Disorganized type schizophrenia, unspecified state",Concept,,
C0268641,Amino acid transport disorder,Concept,,
C0154133,Neoplasm of unspecified nature of other genitourinary organs,Concept,,
C0270221,Syndrome of infant of diabetic mother,Concept,,
C0154641,Meningitis in other bacterial diseases classified elsewhere,Concept,,
C0154135,Neoplasm of unspecified nature of other specified sites,Concept,,
C0154642,Meningitis due to other specified bacteria,Concept,,
C0154138,Toxic diffuse goiter without mention of thyrotoxic crisis or storm,Concept,,
C0260866,Encounter due to observation for suspected malignant neoplasm,Concept,,
C0869430,"Other joint derangement, NEC, involving lower leg in MTHICD9_2014",Concept,,
C0869432,"Other joint derangement, NEC, involving ankle and foot in MTHICD9_2014",Concept,,
C0869434,"Other joint derangement, NEC, involving other specified sites in MTHICD9_2014",Concept,,
C0869436,"Other joint derangement, NEC, involving multiple sites in MTHICD9_2014",Concept,,
C0836917,Subdural and cerebral hemorrhage due to birth trauma,Concept,,
C0162164,Congenital stenosis of pulmonary valve,Concept,,
C0159870,Closed fracture of tibia,Concept,,
C0155515,Unilateral hyperactive labyrinthine dysfunction,Concept,,
