cui,cui_name,curated_name,hpo,hpo_name,hpo_prob
C0149627,Benign tumor of penis,benign tumor of penis,HP:0100850,Neoplasm of the penis,0.9787119030952454
C0154879,Disseminated chorioretinitis,disseminated chorioretinitis,HP:0000553,Abnormality of the uvea,0.6578159928321838
C0154870,Focal chorioretinitis,focal chorioretinitis,,,1.0
C0020505,Hyperphagia,,HP:0002591,Polyphagia,1.0
C0409810,"Transient arthropathy, other specified sites","transient arthropathy,  specified sites",HP:0001367,Abnormal joint morphology,0.6603562235832214
C0158995,Congenital anemia,congenital anemia,HP:0004810,Congenital hypoplastic anemia,0.8381434082984924
C0159750,"Fracture of unspecified part of forearm, open","fracture of  part of forearm, open",,,1.0
C0158997,Transient neonatal neutropenia (disorder),transient neonatal neutropenia (disorder),HP:0001871,Abnormality of blood and blood-forming tissues,0.525077760219574
C0158996,Anemia of prematurity,anemia of prematurity,HP:0001197,Abnormality of prenatal development or birth,0.6813595294952393
C0155471,Atrophic nonflaccid tympanic membrane,atrophic nonflaccid tympanic membrane,,,1.0
C0155470,Atrophic flaccid tympanic membrane,atrophic flaccid tympanic membrane,,,1.0
C0158993,Other transient neonatal disorders of coagulation, transient neonatal disorders of coagulation,HP:0001928,Abnormality of coagulation,0.9907628893852234
C0158992,Disseminated intravascular coagulation in newborn,disseminated intravascular coagulation in newborn,HP:0005520,Chronic disseminated intravascular coagulation,0.7782330513000488
C0158999,Unspecified hematological disorder specific to newborn, hematological disorder specific to newborn,,,1.0
C0035921,Congenital Rubella Syndrome,congenital rubella syndrome,,,1.0
C0020582,Hyphema of iris and ciliary body,hyphema of iris and ciliary body,HP:0000553,Abnormality of the uvea,0.7807843685150146
C0375291,"Cerebral artery occlusion, unspecified with cerebral infarction","cerebral artery occlusion,  ",HP:0009145,Abnormality of cerebral artery,0.826413094997406
C1455977,aftercare following organ transplant,aftercare following organ transplant,,,1.0
C0019681,Histrionic Personality Disorder,,HP:0012077,Histrionic personality disorder,1.0
C0011334,Dental caries,,HP:0000670,Carious teeth,1.0
C0221352,Syndactyly of fingers,,HP:0006101,Finger syndactyly,1.0
C0005660,Human Bite,human bite,,,1.0
C0014306,Enophthalmos,enophthalmos,HP:0000490,Deeply set eye,0.9975643157958984
C0152124,"Confusion, Reactive","confusion, reactive",,,1.0
C0152430,Congenital coxa valga,congenital coxa valga,HP:0002673,Coxa valga,0.9262843728065491
C0152431,Congenital coxa vara,congenital coxa vara,,,1.0
C0152432,Congenital genu varum,congenital genu varum,HP:0002970,Genu varum,0.9960600733757019
C0265122,Disorder of pericardium,disorder of pericardium,HP:0011628,Congenital defect of the pericardium,0.7744652032852173
C0152438,Sprengel deformity,,HP:0000912,Sprengel anomaly,1.0
C0152128,Drug withdrawal syndrome,drug withdrawal syndrome,HP:0000708,Behavioral abnormality,0.7764879465103149
C0156737,"Unspecified renal disease in pregnancy, without mention of hypertension, delivered, with mention of postpartum complication"," renal disease in pregnancy, ",HP:0012622,Chronic kidney disease,0.7625154852867126
C0040213,Tietze's Syndrome,tietze's syndrome,,,1.0
C0156014,"Chronic duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction",chronic duodenal ulcer ,HP:0002242,Abnormality of the intestine,0.5140380859375
C0022578,Keratoconus,,HP:0000563,Keratoconus,1.0
C0478080,Other congenital malformations of musculoskeletal system, congenital malformations of musculoskeletal system,,,1.0
C0022570,"Keratitis, Dendritic","keratitis, dendritic",HP:0012649,Increased inflammatory response,0.872721791267395
C0022573,Keratoconjunctivitis,,HP:0001096,Keratoconjunctivitis,1.0
C0859831,Other specified diseases due to viruses, specified diseases due to viruses,HP:0002719,Recurrent infections,0.8111649751663208
C0348494,Other hyperlipidemia, hyperlipidemia,HP:0003077,Hyperlipidemia,0.975422739982605
C0013654,Educational circumstances,educational circumstances,,,1.0
C0153521,"Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder","malignant neoplasm of connective and  soft tissue of upper limb, including shoulder",,,1.0
C0153520,"Malignant neoplasm of connective and other soft tissue of head, face, and neck","malignant neoplasm of connective and  soft tissue of head, face, and neck",HP:0012288,Neoplasm of head and neck,0.6079286336898804
C0520679,"Sleep Apnea, Obstructive",,HP:0002870,Obstructive sleep apnea,1.0
C0158609,Other bulbus cordis anomalies and anomalies of cardiac septal closure, bulbus cordis anomalies and anomalies of cardiac septal closure,HP:0030680,Abnormality of cardiovascular system morphology,0.697052001953125
C0158608,Other transposition of great vessels, transposition of great vessels,HP:0001669,Transposition of the great arteries,0.9965195655822754
C0158606,Bulbus cordis anomalies and anomalies of cardiac septal closure,bulbus cordis anomalies and anomalies of cardiac septal closure,HP:0030680,Abnormality of cardiovascular system morphology,0.697052001953125
C0160392,Injury of liver without open wound into abdominal cavity,injury of liver ,HP:0001392,Abnormality of the liver,0.8762633800506592
C0160393,"Injury to liver without mention of open wound into cavity, hematoma and contusion",injury to liver ,HP:0001392,Abnormality of the liver,0.9422363638877869
C0160394,"Laceration of liver, minor, without mention of open wound into cavity","laceration of liver, minor, ",HP:0001392,Abnormality of the liver,0.7762418985366821
C0160396,"Laceration of liver, major, without mention of open wound into cavity","laceration of liver, major, ",HP:0001392,Abnormality of the liver,0.7983139753341675
C0700501,Congenital nystagmus,,HP:0006934,Congenital nystagmus,1.0
C0029403,Osteitis deformans without mention of bone tumour,osteitis deformans ,,,1.0
C0432520,Malignant tumour of vermilion border of lower lip,malignant tumour of vermilion border of lower lip,HP:0100604,Neoplasm of the lip,0.8215988278388977
C0490022,Peripheral stem cells replaced by transplant,peripheral stem cells replaced by transplant,HP:0011893,Abnormal leukocyte count,0.738987386226654
C0490023,Other specified organ or tissue replaced by transplant, specified organ or tissue replaced by transplant,,,1.0
C0003079,Anisocoria,,HP:0009916,Anisocoria,1.0
C0160827,"Other and unspecified superficial injury of face, neck, and scalp, without mention of infection"," and  superficial injury of face, neck, and scalp, ",HP:0100809,Scalp tenderness,0.5323330760002136
C0160824,"Insect bite, nonvenomous of face, neck, and scalp except eye, infected","insect bite, nonvenomous of face, neck, and scalp except eye, infected",,,1.0
C0003076,Aniridia,,HP:0000526,Aniridia,1.0
C0160823,"Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection","insect bite, nonvenomous of face, neck, and scalp except eye, ",,,1.0
C0273869,Nonvenomous insect bite of finger without infection,nonvenomous insect bite of finger ,,,1.0
C0432018,Other anomalies of toes, anomalies of toes,HP:0001780,Abnormality of toe,0.9971798658370972
C0006131,Branchioma,,HP:0009796,Branchial cyst,1.0
C0868743,"Derangement of meniscus, NEC in ICD9CM_2014","derangement of meniscus,",HP:0001367,Abnormal joint morphology,0.9773681163787842
C0152972,Pseudomonal sepsis,pseudomonal sepsis,,,1.0
C0375116,"Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled",diabetes mellitus ,HP:0000819,Diabetes mellitus,0.9955316781997681
C0375117,"Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled",diabetes ,HP:0000819,Diabetes mellitus,0.9927858114242554
C0375114,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",diabetes mellitus ,HP:0000819,Diabetes mellitus,0.9955316781997681
C0375115,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled",diabetes mellitus ,HP:0000819,Diabetes mellitus,0.9955316781997681
C0375113,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled",diabetes mellitus ,HP:0000819,Diabetes mellitus,0.9955316781997681
C0375110,"Neoplasm of uncertain behaviour, site unspecified","neoplasm of uncertain behaviour, site ",HP:0011793,Neoplasm by anatomical site,0.7595901489257812
C0375111,"Neoplasm of unspecified nature, site unspecified","neoplasm of  nature, site ",HP:0011793,Neoplasm by anatomical site,0.8108377456665039
C0154601,"Undersocialized conduct disorder, aggressive type, moderate","undersocialized oppositional defiant disorder, aggressive type, moderate",,,1.0
C0154600,"Undersocialized conduct disorder, aggressive type, mild","undersocialized oppositional defiant disorder, aggressive type, mild",,,1.0
C0154602,"Undersocialized conduct disorder, aggressive type, severe","undersocialized oppositional defiant disorder, aggressive type, severe",HP:0001249,Intellectual disability,0.7155076861381531
C0375118,"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled",diabetes ,HP:0000819,Diabetes mellitus,0.9927858114242554
C0497552,Congenital neurologic anomalies,,HP:0000707,Abnormality of the nervous system,1.0
C0236780,Mixed bipolar I disorder,mixed bipolar disorder,HP:0007302,Bipolar affective disorder,0.9975494742393494
C0034152,Henoch-Schoenlein Purpura,henoch-schoenlein purpura,HP:0000979,Purpura,0.9664617776870728
C0021933,Intussusception,,HP:0002576,Intussusception,1.0
C0341863,Polymenorrhagia,polymenorrhagia,HP:0000132,Menorrhagia,0.9870957136154175
C0339666,Nystagmus and other irregular eye movements,nystagmus and  irregular eye movements,HP:0012547,Abnormal involuntary eye movements,0.5558343529701233
C0261747,Exposure to infra-red radiation from heaters and lamps,exposure to infra-red radiation from heaters and lamps,HP:0001939,Abnormality of metabolism/homeostasis,0.7763472199440002
C0004096,Asthma,,HP:0002099,Asthma,1.0
C0030232,Pallor,,HP:0000980,Pallor,1.0
C0024586,Malignant Carcinoid Syndrome,malignant carcinoid syndrome,HP:0100570,Carcinoid tumor,0.8296019434928894
C1261276,Congenital unilateral subluxation of hip,congenital unilateral subluxation of hip,,,1.0
C1442861,Black eye,black eye,HP:0000478,Abnormality of the eye,0.6372561454772949
C0854530,Infection by human herpesvirus 6,infection by human herpesvirus 6,HP:0005353,Susceptibility to herpesvirus,0.6551587581634521
C0155808,Other acute sinusitis, acute sinusitis,HP:0000255,Acute sinusitis,0.9991217255592346
C0155804,Acute maxillary sinusitis,acute maxillary sinusitis,HP:0430028,Hyperplasia of the maxilla,0.9595874547958374
C0007773,Cerebral arteritis,cerebral arteritis,HP:0011004,Abnormality of the systemic arterial tree,0.542792797088623
C0158382,Chronic osteomyelitis involving upper arm,chronic osteomyelitis involving upper arm,,,1.0
C0155807,Acute sphenoidal sinusitis,acute sphenoidal sinusitis,HP:0430022,Abnormality of the sphenoid sinus,0.6536325812339783
C0158386,Chronic osteomyelitis involving lower leg,chronic osteomyelitis involving lower leg,HP:0002814,Abnormality of the lower limb,0.7118417620658875
C0155803,Other specified disorders of circulatory system, specified disorders of circulatory system,,,1.0
C0403696,Urethral stricture due to infection,urethral stricture due to infection,,,1.0
C2911051,"Body mass index (BMI) 30.0-30.9, adult","body mass index (bmi) 30.0-30.9, ",HP:0004325,Decreased body weight,0.5206270217895508
C0038363,Aphthous Stomatitis,aphthous stomatitis,HP:0011107,Recurrent aphthous stomatitis,0.9999574422836304
C0153951,"Benign neoplasm of middle ear, nasal cavity and accessory sinuses","benign neoplasm of middle ear, nasal cavity and accessory sinuses",HP:0012720,Neoplasm of the nose,0.7531150579452515
C0153952,Benign neoplasm of larynx,benign neoplasm of larynx,HP:0100605,Neoplasm of the larynx,0.9784409999847412
C0153953,Benign neoplasm of trachea,benign neoplasm of trachea,HP:0100551,Neoplasm of the trachea,0.998902440071106
C0153957,benign neoplasm of heart,benign neoplasm of heart,HP:0100544,Neoplasm of the heart,0.9857316613197327
C0019275,Hernia of unspecified site without mention of obstruction or gangrene,hernia of  site ,HP:0100790,Hernia,0.9658830165863037
C0019572,Hirsutism,,HP:0001007,Hirsutism,1.0
C0155734,Atherosclerosis of renal artery,atherosclerosis of renal artery,,,1.0
C0155730,Nonruptured cerebral aneurysm,nonruptured cerebral aneurysm,HP:0004944,Cerebral aneurysm,0.9826306700706482
C0273529,Injury of nerves at shoulder and upper arm level,injury of nerves at shoulder and upper arm level,HP:0009127,Abnormality of the musculature of the limbs,0.693230152130127
C0159838,"Fracture of lower end of femur, unspecified part, closed","fracture of lower end of femur,  part, closed",HP:0002823,Abnormality of the femur,0.6618713140487671
C0156386,Stricture or atresia of the vagina,stricture or atresia of the vagina,,,1.0
C0156387,Tight hymenal ring,tight hymenal ring,,,1.0
C0156383,Noninflammatory disorder of the vagina,noninflammatory disorder of the vagina,HP:0000008,Abnormality of female internal genitalia,0.6605051755905151
C0161166,Blisters with epidermal loss due to burn [second degree] of unspecified site of upper limb,blisters ,HP:0008066,Abnormal blistering of the skin,0.9998548030853271
C0161167,Blisters with epidermal loss due to burn (second degree) of forearm,blisters ,HP:0008066,Abnormal blistering of the skin,0.9998548030853271
C0496912,Neoplasm of uncertain or unknown behavior of larynx,neoplasm of uncertain or unknown behavior of larynx,,,1.0
C0032272,Pneumococcus infection in conditions classified elsewhere and of unspecified site,pneumococcus infection in conditions classified elsewhere and of  site,,,1.0
C0376129,"Quadriplegia, C1-C4, complete","quadriplegia, c1-c4, complete",,,1.0
C0014116,Endocardial Cushion Defects,endocardial cushion defects,HP:0006695,Atrioventricular canal defect,0.8434447646141052
C0014117,Endocardial Fibroelastosis,,HP:0001706,Endocardial fibroelastosis,1.0
