cui,cui_name,curated_name,hpo,hpo_name
C0156245,Unilateral small kidney,unilateral small kidney,,
C0701162,Other anterior pituitary disorders, anterior pituitary disorders,,
C0701163,Adrenogenital disorder,adrenogenital disorder,,
C0701168,"Tricuspid valve disorder, non-rheumatic","tricuspid valve disorder, non-rheumatic",,
C0029421,Osteochondritis Dissecans,,HP:0010886,Osteochondritis Dissecans
C0375561,"Abdominal or pelvic swelling, mass, or lump, periumbilic","abdominal or pelvic swelling, mass, or lump, periumbilic",,
C0375560,"Abdominal or pelvic swelling, mass, or lump, left lower quadrant","abdominal or pelvic swelling, mass, or lump, left lower quadrant",,
C0375565,Abdominal rigidity of right upper quadrant,abdominal rigidity of right upper quadrant,,
C0375564,"Abdominal or pelvic swelling, mass, or lump, other specified site","abdominal or pelvic swelling, mass, or lump,  specified site",,
C0156224,Acute glomerulonephritis with other specified pathological lesion in kidney,acute glomerulonephritis ,,
C0949122,Acute laryngitis without mention of obstruction,acute laryngitis ,,
C0032026,Pityriasis Rosea,pityriasis rosea,,
C0011638,Dermatophytosis of groin and perianal area,dermatophytosis of groin and perianal area,,
C0029681,Other optic neuritis, optic neuritis,,
C0858895,Candida enteritis,candida enteritis,,
C0011630,Dermatomycoses,dermatomycoses,,
C0011633,Dermatomyositis,dermatomyositis,,
C0160845,"Insect bite, nonvenomous of shoulder and upper arm, without mention of infection","insect bite, nonvenomous of shoulder and upper arm, ",,
C0006118,Brain Neoplasms,,HP:0030692,Brain neoplasm
C0006112,"Brain Diseases, Metabolic","brain diseases, metabolic",,
C0006114,Cerebral Edema,,HP:0002181,Cerebral edema
C0016171,"Fistula of intestine, excluding rectum and anus","fistula of intestine, excluding rectum and anus",,
C0868769,"Complications affecting specified body systems, NEC in ICD9CM_2014","complications affecting specified body systems,",,
C0869419,"Obstructive anomalies of heart, not elsewhere classified","obstructive anomalies of heart, not elsewhere classified",,
C0009834,Contact dermatitis and other eczema due to other specified agents,contact dermatitis and  eczema due to  specified agents,,
C0375179,"Cannabis abuse, unspecified use","cannabis abuse,  use",,
C0155466,Other marginal perforations of tympanic membrane, marginal perforations of tympanic membrane,,
C0155467,Multiple perforations of tympanic membrane,multiple perforations of tympanic membrane,,
C0040799,Traumatic subcutaneous emphysema,traumatic subcutaneous emphysema,,
C0155464,Central perforation of tympanic membrane,central perforation of tympanic membrane,,
C0154668,Other cerebral degeneration, cerebral degeneration,,
C0154667,Unspecified cerebral degeneration in childhood, cerebral degeneration in ,,
C0042018,Urinary Calculi,urinary calculi,,
C0154664,Cerebral degenerations usually manifest in childhood,cerebral degenerations usually manifest in ,,
C0154662,Phlebitis and thrombophlebitis of intracranial venous sinuses,phlebitis and thrombophlebitis of intracranial venous sinuses,,
C0040793,Traumatic anuria,traumatic anuria,,
C0154660,Intracranial and intraspinal abscesses,intracranial and intraspinal abscesses,,
C1096624,Periumbilical pain,periumbilical pain,,
C0158687,Congenital malformation of genital organs,congenital malformation of genital organs,,
C0152620,"Other respiratory tuberculosis, other"," respiratory tuberculosis, ",,
C1145757,Developmental dislocation of joint,developmental dislocation of joint,,
C0154482,"Sedative, hypnotic or anxiolytic dependence, continuous","sedative, hypnotic or anxiolytic dependence, continuous",,
C0270799,Cauda equina syndrome without neurogenic bladder,cauda equina syndrome ,,
C0007570,Celiac Disease,,HP:0012538,Gluten intolerance
C0030252,Palpitations,,HP:0001962,Palpitations
C3161365,Other and unspecified malignant neoplasm of skin of other and unspecified parts of face, and  malignant neoplasm of skin of  and  parts of face,,
C3161369,"Other and unspecified malignant neoplasm of skin of lower limb, including hip"," and  malignant neoplasm of skin of lower limb, including hip",,
C1963536,Other congenital anomalies of peripheral vascular system, congenital anomalies of peripheral vascular system,,
C0155823,Other polyp of sinus, polyp of sinus,,
C0155820,Acute bronchitis and bronchiolitis,acute bronchitis and bronchiolitis,,
C0155533,"Tinnitus, Subjective","tinnitus, subjective",,
C0158814,Other specified maternal conditions affecting fetus or newborn, specified maternal conditions affecting fetus or newborn,,
C0155288,Papilledema Associated with Increased Intracranial Pressure,papilledema associated ,,
C0155825,Chronic pharyngitis,chronic pharyngitis,,
C0155828,Chronic disease of tonsils AND/OR adenoids,chronic disease of tonsils and/or adenoids,,
C0155285,Orbital cyst,,HP:0001144,Orbital cyst
C0152083,Transient arthropathy,transient arthropathy,,
C0152084,Jaccoud's syndrome,jaccoud's syndrome,,
C0153976,"Other benign neoplasm of connective and other soft tissue of lower limb, including hip"," benign neoplasm of connective and  soft tissue of lower limb, including hip",,
C0019521,Hiccup,hiccup,,
C0153974,"Other benign neoplasm of connective and other soft tissue of head, face and neck"," benign neoplasm of connective and  soft tissue of head, face and neck",,
C0153975,"Other benign neoplasm of connective and other soft tissue of upper limb, including shoulder"," benign neoplasm of connective and  soft tissue of upper limb, including shoulder",,
C0153972,Lipoma of spermatic cord,lipoma of spermatic cord,,
C0153970,Lipoma of intrathoracic organs,lipoma of intrathoracic organs,,
C1318500,Non-toxic nodular goiter,non-toxic nodular goiter,,
C0153978,Other benign neoplasm of connective and other soft tissue of abdomen, benign neoplasm of connective and  soft tissue of abdomen,,
C0153979,Other benign neoplasm of connective and other soft tissue of pelvis, benign neoplasm of connective and  soft tissue of pelvis,,
C0155750,Embolism and thrombosis of the thoracic aorta,embolism and thrombosis of the thoracic aorta,,
C0155758,Other specified hypersensitivity angiitis, specified hypersensitivity angiitis,,
C0276063,Septicemia due to other Gram-negative organisms,septicemia due to  gram-negative organisms,,
C0025306,Meningococcemia,meningococcemia,,
C0375777,Infection with microorganisms resistant to penicillins,infection ,,
C0549147,"Cardiac complications, NEC in ICD9CM_2014","cardiac complications,",,
C0728829,Congenital pes cavus,,HP:0001761,Pes cavus
C0375489,Other dyschromia, dyschromia,,
C0013447,Ear Diseases,ear diseases,,
C0375485,Other dermatitis due to solar radiation, dermatitis due to solar radiation,,
C0375487,"Contact dermatitis and other eczema, unspecified cause","contact dermatitis and  eczema,  cause",,
C0159701,"Fracture of unspecified condyle(s) of humerus, closed","fracture of  condyle(s) of humerus, closed",,
C1536114,Central pain syndrome,central pain syndrome,,
C1719629,Other acidosis of newborn, acidosis of newborn,,
C1719621,nontraumatic compartment syndrome of abdomen,nontraumatic compartment syndrome of abdomen,,
C0022650,Kidney Calculi,kidney calculi,,
C0042951,Volkmann Contracture,volkmann contracture,,
C0028431,"Nose Deformities, Acquired","nose deformities, acquired",,
C0392587,Paralytic ptosis,paralytic ptosis,,
C0392581,Impairment level: one eye: severe impairment: other eye: not specified,impairment level: one eye: severe impairment:  eye: not specified,,
C0878700,"Ulcer of lower limb, unspecified","ulcer of lower limb, ",,
C0878706,"Lack of normal physiological development, unspecified","lack of normal physiological development, ",,
C0302491,Pathological fracture of vertebra,pathological fracture of vertebra,,
C0240309,Hyperplasia of midface,,HP:0012371,Hyperplasia of midface
C0158158,Effusion of joint of multiple sites,effusion of joint of multiple sites,,
C0029748,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other specified bacteria"," specified bacterial infections in conditions classified elsewhere and of  site,  specified bacteria",,
C0158151,Effusion of upper arm joint,effusion of upper arm joint,,
C0158150,Effusion of joint of shoulder region,effusion of joint of shoulder region,,
C0158153,Effusion of joint of hand,effusion of joint of hand,,
C0158152,Effusion of forearm joint,effusion of forearm joint,,
C0158155,Effusion of lower leg joint,effusion of lower leg joint,,
C0029745,Other specified aplastic anemias, specified aplastic anemias,,
C0158156,Joint effusion of ankle AND/OR foot,joint effusion of ankle and/or foot,,
C0003132,Anoxic Encephalopathy,anoxic encephalopathy,,
C0149846,Achilles bursitis,achilles bursitis,,
C0677061,Pain in thoracic spine,pain in thoracic spine,,
C0393517,Cerebellar ataxia in diseases classified elsewhere,cerebellar ataxia in diseases classified elsewhere,,
C0837134,Coronary atherosclerosis of native coronary artery,coronary atherosclerosis of native coronary artery,,
C1442980,Obstructed incisional hernia,obstructed incisional hernia,,
C0265618,Reduction deformity of lower limb,reduction deformity of lower limb,,
C0040588,Tracheoesophageal Fistula,,HP:0002575,Tracheoesophageal fistula
C0154838,Other nondiabetic proliferative retinopathy, nondiabetic proliferative retinopathy,,
C0154832,Exudative retinopathy,,HP:0007898,Exudative retinopathy
C0152163,Pylorospasm,pylorospasm,,
C0152166,Pancreatic steatorrhea,pancreatic steatorrhea,,
C0152167,Anal spasm,anal spasm,,
C0152165,Persistent vomiting,persistent vomiting,,
C0152169,Renal Colic,renal colic,,
C0553570,Varicose veins of the leg with ulcer,varicose veins of the leg ,,
C0340529,Cardiac transplant disorder,cardiac transplant disorder,,
C0752294,Sleep Arousal Disorders,sleep arousal disorders,,
C0752295,Confusional Arousals,confusional arousals,,
C0339438,Other retinal disorders, retinal disorders,,
C0086227,Enterobiasis,enterobiasis,,
C0348727,Other specified diseases of esophagus, specified diseases of esophagus,,
C0022823,Acquired postural kyphosis,acquired postural kyphosis,,
C0022822,Acquired kyphosis,acquired kyphosis,,
C0022820,Kyphoscoliosis and scoliosis,kyphoscoliosis and scoliosis,,
C1456114,Contact dermatitis and other eczema due to animal (cat) (dog) dander,contact dermatitis and  eczema due to animal (cat) (dog) dander,,
C0152442,Mammary duct ectasia,mammary duct ectasia,,
C0024796,Marfan Syndrome,marfan syndrome,,
C0156084,Stomach function disorder,stomach function disorder,,
C0156081,"Unspecified gastritis and gastroduodenitis, without mention of hemorrhage"," gastritis and gastroduodenitis, ",,
C0156080,"Other specified gastritis, with hemorrhage"," specified gastritis, ",,
C0156083,"Duodenitis, without mention of haemorrhage","duodenitis, ",,
C0152116,Spasmodic torticollis,spasmodic torticollis,,
C0161802,Complications of bone marrow transplant,complications of bone marrow transplant,,
C0161801,Complication of transplanted lung,complication of transplanted lung,,
C0161804,Complications of other specified transplanted organ,complications of  specified transplanted organ,,
C0014877,Esotropia,,HP:0000565,Esotropia
C1955602,Dual sensory impairment,dual sensory impairment,,
C0685898,Food anaphylaxis,food anaphylaxis,,
C0156261,Stricture or kinking of ureter,stricture or kinking of ureter,,
C0156263,Ureteric fistula,ureteric fistula,,
C0156265,Calculus in diverticulum of bladder,calculus in diverticulum of bladder,,
C0156264,Calculus of lower urinary tract,calculus of lower urinary tract,,
C0158068,Old anterior cruciate ligament disruption,old anterior cruciate ligament disruption,,
C0015409,"Eye Injuries, Penetrating","eye injuries, penetrating",,
C0701146,"Specified congenital anomalies of anterior chamber, chamber angle, and related structures","specified congenital anomalies of anterior chamber, chamber angle, and related structures",,
C0154722,"Epilepsy, unspecified, with intractable epilepsy","epilepsy, , ",,
C0158062,Other derangement of lateral meniscus, derangement of lateral meniscus,,
C1961111,Tremor NEC in ICD9CM_2014,tremor,,
C0497217,Eye/adnexa disease other,eye/adnexa disease ,,
C0414277,"Fall in, on, or from railway train injuring unspecified person","fall in, on, or from railway train injuring  person",,
C0040264,Tinnitus,,HP:0000360,Tinnitus
C0159815,Other closed transcervical fracture of neck of femur, closed transcervical fracture of neck of femur,,
C0375543,"Neonatal jaundice due to delayed conjugation, cause unspecified","neonatal jaundice due to delayed conjugation, cause ",,
C0271413,Hematoma of pinna,hematoma of pinna,,
C0375546,undiagnosed heart murmur,undiagnosed heart murmur,,
C0375549,Other specified retention of urine, specified retention of urine,,
C0375548,No vomiting,no vomiting,,
C0160868,"Insect bite, nonvenomous, of hand(s) except finger(s) alone, infected","insect bite, nonvenomous, of hand(s) except finger(s) alone, infected",,
